customer_id,first_purchase_date,last_purchase_date,orders,total_units,monetary_value,primary_country,recency_days,tenure_days,avg_order_value,r_score,f_score,m_score,rfm_score,rfm_segment
13317,2010-12-16 09:22:00,2011-10-04 13:35:00,6,1035,2273.68,United Kingdom,66,359,378.94666666666666,3,5,5,355,Loyal Customers
13318,2011-11-02 13:26:00,2011-12-08 18:51:00,3,304,640.76,United Kingdom,1,37,213.58666666666667,5,3,3,533,Potential Loyalists
13319,2010-12-09 10:04:00,2011-12-04 13:34:00,26,4724,10845.550000000001,United Kingdom,5,366,417.1365384615385,5,5,5,555,Champions
13320,2011-05-10 10:29:00,2011-09-22 18:07:00,4,1096,1548.7,United Kingdom,78,214,387.175,2,4,4,244,At Risk
13321,2011-09-14 15:18:00,2011-09-28 15:24:00,2,372,567.36,United Kingdom,72,86,283.68,2,2,3,223,Hibernating
13322,2011-11-22 14:21:00,2011-11-22 14:21:00,1,117,199.48000000000002,United Kingdom,17,17,199.48000000000002,4,1,1,411,Promising
13323,2011-09-16 13:23:00,2011-12-06 17:12:00,5,175,787.85,United Kingdom,3,84,157.57,5,4,3,543,Loyal Customers
13324,2010-12-14 09:50:00,2011-11-03 16:28:00,10,5205,7121.95,United Kingdom,36,361,712.1949999999999,3,5,5,355,Loyal Customers
13325,2011-09-19 10:36:00,2011-09-19 10:36:00,1,240,675.3,United Kingdom,82,82,675.3,2,1,3,213,Hibernating
13327,2010-12-09 15:32:00,2011-11-01 10:21:00,8,1600,3627.77,United Kingdom,39,365,453.47125,3,5,5,355,Loyal Customers
13328,2011-01-27 15:22:00,2011-01-27 15:22:00,1,680,1308.48,United Kingdom,316,316,1308.48,1,1,4,114,Hibernating
13329,2010-12-08 10:11:00,2011-11-08 10:29:00,2,463,789.0,United Kingdom,32,367,394.5,4,2,3,423,Potential Loyalists
13330,2011-01-28 10:08:00,2011-09-08 12:27:00,3,751,1140.93,United Kingdom,93,316,380.31,2,3,4,234,At Risk
13332,2011-11-25 13:30:00,2011-11-25 13:30:00,1,179,350.9,United Kingdom,14,14,350.9,4,1,2,412,Promising
13334,2011-02-07 11:42:00,2011-09-18 15:21:00,3,1774,3536.82,United Kingdom,82,306,1178.94,2,3,5,235,At Risk
13336,2011-09-23 14:05:00,2011-09-23 14:05:00,1,559,795.12,United Kingdom,77,77,795.12,2,1,3,213,Hibernating
13338,2011-07-05 09:06:00,2011-07-05 09:06:00,1,256,487.02,United Kingdom,158,158,487.02,2,1,2,212,Hibernating
13339,2011-05-23 08:31:00,2011-05-23 08:31:00,1,326,860.12,United Kingdom,201,201,860.12,1,1,3,113,Hibernating
13340,2011-03-08 11:39:00,2011-10-25 13:15:00,7,5770,10736.48,United Kingdom,45,277,1533.782857142857,3,5,5,355,Loyal Customers
13341,2011-03-24 09:50:00,2011-03-24 09:50:00,1,301,775.85,United Kingdom,261,261,775.85,1,1,3,113,Hibernating
13343,2011-06-15 12:24:00,2011-06-15 12:24:00,1,135,353.43,United Kingdom,178,178,353.43,2,1,2,212,Hibernating
13344,2011-03-07 10:28:00,2011-10-03 09:45:00,3,971,2543.72,United Kingdom,68,278,847.9066666666666,3,3,5,335,Big Spenders
13345,2011-02-25 09:01:00,2011-02-25 09:01:00,1,141,389.5,United Kingdom,288,288,389.5,1,1,2,112,Hibernating
13347,2011-09-30 13:28:00,2011-09-30 13:28:00,1,205,341.36,United Kingdom,70,70,341.36,3,1,2,312,Need Attention
13348,2011-10-06 17:28:00,2011-10-06 17:28:00,1,136,233.76,United Kingdom,64,64,233.76,3,1,1,311,Need Attention
13349,2011-11-29 08:07:00,2011-11-29 08:07:00,1,225,247.32,United Kingdom,11,11,247.32,5,1,1,511,New Customers
13350,2011-09-21 13:33:00,2011-11-23 16:33:00,2,287,979.12,United Kingdom,16,79,489.56,4,2,4,424,Potential Loyalists
13351,2011-10-04 12:55:00,2011-10-04 12:55:00,1,117,373.94,United Kingdom,66,66,373.94,3,1,2,312,Need Attention
13352,2011-10-10 13:55:00,2011-10-10 13:55:00,1,321,397.97999999999996,United Kingdom,60,60,397.97999999999996,3,1,2,312,Need Attention
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,604,743.53,United Kingdom,71,71,743.53,3,1,3,313,Need Attention
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,314,674.7,United Kingdom,122,122,674.7,2,1,3,213,Hibernating
13356,2011-09-20 14:33:00,2011-09-20 14:33:00,1,325,768.24,United Kingdom,80,80,768.24,2,1,3,213,Hibernating
13357,2011-03-27 13:56:00,2011-03-27 13:56:00,1,322,609.95,United Kingdom,257,257,609.95,1,1,3,113,Hibernating
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,285,439.03,United Kingdom,269,269,439.03,1,1,2,112,Hibernating
13359,2011-10-07 09:30:00,2011-10-07 09:30:00,1,161,439.56,United Kingdom,64,64,439.56,3,1,2,312,Need Attention
13362,2011-02-25 11:33:00,2011-11-30 14:41:00,4,1382,3090.7400000000002,United Kingdom,9,288,772.6850000000001,5,4,5,545,Champions
13363,2011-10-27 10:46:00,2011-11-22 12:40:00,2,710,992.5,United Kingdom,18,44,496.25,4,2,4,424,Potential Loyalists
13364,2011-09-29 18:13:00,2011-09-29 18:13:00,1,71,134.95999999999998,United Kingdom,71,71,134.95999999999998,3,1,1,311,Need Attention
13365,2011-05-06 12:00:00,2011-11-06 12:36:00,2,1247,2225.37,United Kingdom,34,218,1112.685,3,2,5,325,Big Spenders
13366,2011-10-20 13:37:00,2011-10-20 13:37:00,1,144,56.160000000000004,United Kingdom,50,50,56.160000000000004,3,1,1,311,Need Attention
13368,2011-01-06 12:32:00,2011-03-28 09:59:00,2,327,623.4,United Kingdom,257,338,311.7,1,2,3,123,Hibernating
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,149,308.28000000000003,United Kingdom,366,366,308.28000000000003,1,1,2,112,Hibernating
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,343,754.87,United Kingdom,372,372,754.87,1,1,3,113,Hibernating
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,159,378.64,United Kingdom,90,90,378.64,2,1,2,212,Hibernating
13373,2011-03-08 14:35:00,2011-10-10 10:51:00,3,1651,3312.25,United Kingdom,61,276,1104.0833333333333,3,3,5,335,Big Spenders
13375,2011-09-12 10:19:00,2011-09-12 10:19:00,1,442,778.65,United Kingdom,89,89,778.65,2,1,3,213,Hibernating
13376,2011-04-19 13:03:00,2011-09-01 16:16:00,3,493,1019.76,United Kingdom,99,234,339.92,2,3,4,234,At Risk
13379,2011-07-26 12:26:00,2011-11-13 13:45:00,3,601,572.56,United Kingdom,26,137,190.85333333333332,4,3,3,433,Potential Loyalists
13381,2011-02-14 10:10:00,2011-11-08 11:58:00,6,2029,3639.31,United Kingdom,32,299,606.5516666666666,4,5,5,455,Champions
13382,2011-03-04 10:03:00,2011-03-04 10:03:00,1,131,222.99,United Kingdom,281,281,222.99,1,1,1,111,Hibernating
13384,2011-06-14 12:47:00,2011-11-09 11:04:00,7,2422,4151.93,United Kingdom,31,179,593.1328571428572,4,5,5,455,Champions
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,281,534.57,United Kingdom,330,330,534.57,1,1,3,113,Hibernating
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,2,282,677.1,United Kingdom,131,131,338.55,2,2,3,223,Hibernating
13389,2011-04-21 12:12:00,2011-11-28 14:01:00,3,429,797.96,United Kingdom,11,233,265.9866666666667,5,3,3,533,Potential Loyalists
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,224,544.08,United Kingdom,75,75,544.08,2,1,3,213,Hibernating
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,4,59.8,United Kingdom,204,204,59.8,1,1,1,111,Hibernating
13394,2011-02-03 10:39:00,2011-12-08 11:36:00,8,2392,2520.02,United Kingdom,2,310,315.0025,5,5,5,555,Champions
13395,2011-06-07 15:04:00,2011-06-07 15:04:00,1,336,307.72,United Kingdom,185,185,307.72,1,1,2,112,Hibernating
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2,600,1360.99,United Kingdom,29,319,680.495,4,2,4,424,Potential Loyalists
13397,2011-01-04 13:50:00,2011-09-28 10:56:00,5,430,1544.13,United Kingdom,73,339,308.826,2,4,4,244,At Risk
13398,2011-05-31 13:17:00,2011-05-31 13:17:00,1,281,457.34,United Kingdom,192,192,457.34,1,1,2,112,Hibernating
13402,2010-12-02 17:12:00,2011-08-04 15:51:00,2,479,621.23,United Kingdom,127,372,310.615,2,2,3,223,Hibernating
13403,2011-11-22 08:28:00,2011-11-22 08:28:00,1,44,75.0,United Kingdom,18,18,75.0,4,1,1,411,Promising
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2,111,252.49,United Kingdom,1,213,126.245,5,2,2,522,Potential Loyalists
13405,2011-01-26 09:27:00,2011-09-26 17:01:00,3,165,572.451,United Kingdom,74,318,190.817,2,3,3,233,At Risk
13408,2010-12-01 10:39:00,2011-12-08 09:05:00,62,16232,28117.04,United Kingdom,2,374,453.5006451612903,5,5,5,555,Champions
13410,2011-02-21 14:38:00,2011-11-15 15:33:00,5,518,1003.06,United Kingdom,24,291,200.612,4,4,4,444,Champions
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,72,213.55,United Kingdom,107,107,213.55,2,1,1,211,Hibernating
13414,2011-02-16 12:13:00,2011-07-29 11:45:00,3,1574,1390.5,United Kingdom,134,297,463.5,2,3,4,234,At Risk
13416,2011-09-19 14:43:00,2011-10-27 08:56:00,2,142,712.5,United Kingdom,44,81,356.25,3,2,3,323,Need Attention
13417,2011-05-18 16:26:00,2011-12-05 08:49:00,2,162,640.83,United Kingdom,5,205,320.415,5,2,3,523,Potential Loyalists
13418,2010-12-02 10:45:00,2011-11-28 10:23:00,18,3918,6127.43,United Kingdom,12,373,340.4127777777778,5,5,5,555,Champions
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,275,221.06,United Kingdom,64,64,221.06,3,1,1,311,Need Attention
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2,101,159.85,United Kingdom,150,171,79.925,2,2,1,221,Hibernating
13421,2011-02-22 15:46:00,2011-10-30 14:21:00,2,1181,1851.08,United Kingdom,40,290,925.54,3,2,4,324,Big Spenders
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,1326,2626.3,United Kingdom,64,64,2626.3,3,1,5,315,Big Spenders
13425,2011-02-18 08:34:00,2011-08-23 17:13:00,3,1123,1624.21,United Kingdom,108,295,541.4033333333333,2,3,4,234,At Risk
13426,2010-12-15 12:43:00,2011-12-09 08:59:00,10,2245,3641.32,United Kingdom,1,360,364.132,5,5,5,555,Champions
13427,2011-05-08 15:58:00,2011-11-20 13:02:00,3,545,582.6,United Kingdom,19,215,194.20000000000002,4,3,3,433,Potential Loyalists
13428,2011-11-29 14:20:00,2011-11-29 14:20:00,1,156,218.47,United Kingdom,10,10,218.47,5,1,1,511,New Customers
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1390,1006.8,United Kingdom,11,75,251.7,5,4,4,544,Champions
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,751,679.45,United Kingdom,19,86,339.725,4,2,3,423,Potential Loyalists
13431,2011-09-12 11:25:00,2011-10-03 13:49:00,2,672,1269.1,United Kingdom,67,89,634.55,3,2,4,324,Big Spenders
13434,2011-09-04 10:35:00,2011-09-26 14:30:00,2,300,534.24,United Kingdom,74,97,267.12,2,2,3,223,Hibernating
13435,2011-06-03 17:07:00,2011-12-04 14:45:00,7,2129,3809.8900000000003,United Kingdom,5,189,544.2700000000001,5,5,5,555,Champions
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,76,196.89,United Kingdom,2,2,196.89,5,1,1,511,New Customers
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,1283,3408.06,United Kingdom,14,190,486.86571428571426,4,5,5,455,Champions
13439,2011-03-29 14:20:00,2011-03-29 14:20:00,1,242,283.71,United Kingdom,255,255,283.71,1,1,2,112,Hibernating
13441,2011-09-09 09:38:00,2011-09-09 09:38:00,1,204,296.64,United Kingdom,92,92,296.64,2,1,2,212,Hibernating
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,584,1129.14,United Kingdom,23,36,376.38000000000005,4,3,4,434,Potential Loyalists
13448,2010-12-01 10:52:00,2011-11-23 12:33:00,6,1660,3539.37,United Kingdom,17,374,589.895,4,5,5,455,Champions
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,222,291.88,United Kingdom,24,24,291.88,4,1,2,412,Promising
13450,2011-05-05 19:48:00,2011-11-13 11:54:00,6,1982,2043.7199999999998,United Kingdom,27,218,340.61999999999995,4,5,4,454,Champions
13451,2011-01-09 15:35:00,2011-11-13 15:58:00,5,2149,2976.15,United Kingdom,26,334,595.23,4,4,5,445,Champions
13452,2011-03-14 11:38:00,2011-03-25 14:19:00,2,2,590.0,United Kingdom,259,271,295.0,1,2,3,123,Hibernating
13453,2011-02-23 09:44:00,2011-06-27 09:34:00,2,134,356.97999999999996,United Kingdom,166,290,178.48999999999998,2,2,2,222,Hibernating
13455,2010-12-08 13:11:00,2011-11-15 11:21:00,2,354,1058.34,United Kingdom,25,366,529.17,4,2,4,424,Potential Loyalists
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,765,1766.72,United Kingdom,18,207,294.4533333333333,4,5,4,454,Champions
13458,2010-12-15 12:05:00,2011-12-02 15:29:00,14,5508,9646.57,United Kingdom,7,360,689.0407142857142,5,5,5,555,Champions
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,286,183.44,United Kingdom,29,50,91.72,4,2,1,421,Promising
13461,2011-06-29 10:23:00,2011-11-01 09:01:00,3,1170,1445.0,United Kingdom,39,164,481.6666666666667,3,3,4,334,Big Spenders
13462,2011-04-01 11:20:00,2011-04-01 11:20:00,1,62,151.5,United Kingdom,253,253,151.5,1,1,1,111,Hibernating
13464,2011-10-12 15:01:00,2011-10-12 15:01:00,1,403,674.68,United Kingdom,58,58,674.68,3,1,3,313,Need Attention
13466,2011-06-08 16:39:00,2011-06-08 16:39:00,1,259,307.9,United Kingdom,184,184,307.9,1,1,2,112,Hibernating
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,584,1083.71,United Kingdom,11,36,541.855,5,2,4,524,Potential Loyalists
13468,2010-12-01 15:08:00,2011-12-08 10:39:00,37,2589,5704.97,United Kingdom,2,373,154.1883783783784,5,5,5,555,Champions
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,100,165.0,United Kingdom,99,115,82.5,2,2,1,221,Hibernating
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,1590,2531.58,United Kingdom,1,47,632.895,5,4,5,545,Champions
13473,2011-01-11 08:45:00,2011-10-10 11:20:00,2,266,422.64,United Kingdom,61,333,211.32,3,2,2,322,Need Attention
13474,2011-04-17 13:53:00,2011-04-17 13:53:00,1,132,229.59,United Kingdom,236,236,229.59,1,1,1,111,Hibernating
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1012,1431.78,United Kingdom,191,299,357.945,1,4,4,144,At Risk
13476,2011-03-03 14:43:00,2011-06-14 12:00:00,2,417,1238.47,United Kingdom,179,281,619.235,1,2,4,124,Hibernating
13477,2011-02-21 12:29:00,2011-11-02 12:04:00,6,1021,1454.58,United Kingdom,38,292,242.42999999999998,3,5,4,354,Loyal Customers
13479,2011-04-19 11:27:00,2011-05-23 10:45:00,2,134,300.95,United Kingdom,201,235,150.475,1,2,2,122,Hibernating
13481,2011-03-28 09:07:00,2011-10-25 09:07:00,5,1142,1804.56,United Kingdom,46,257,360.912,3,4,4,344,Loyal Customers
13482,2011-04-21 17:03:00,2011-04-21 17:03:00,1,116,184.64,United Kingdom,232,232,184.64,1,1,1,111,Hibernating
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,160,140.34,United Kingdom,66,66,140.34,3,1,1,311,Need Attention
13484,2011-04-12 16:30:00,2011-04-12 16:30:00,1,44,313.8,United Kingdom,241,241,313.8,1,1,2,112,Hibernating
13485,2011-04-20 13:58:00,2011-04-20 13:58:00,1,277,454.24,United Kingdom,233,233,454.24,1,1,2,112,Hibernating
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,669,1122.41,United Kingdom,78,155,374.1366666666667,2,3,4,234,At Risk
13487,2010-12-21 14:54:00,2011-10-13 12:07:00,3,265,575.4,United Kingdom,58,353,191.79999999999998,3,3,3,333,Need Attention
13488,2010-12-07 13:01:00,2011-11-22 14:41:00,13,4518,8968.31,United Kingdom,17,367,689.87,4,5,5,455,Champions
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,560,449.52,United Kingdom,105,295,112.38,2,4,2,242,Promising
13491,2010-12-02 14:30:00,2011-10-19 08:32:00,10,903,1215.82,United Kingdom,52,372,121.582,3,5,4,354,Loyal Customers
13492,2011-05-09 10:06:00,2011-07-26 14:25:00,3,408,1269.84,Switzerland,136,215,423.28,2,3,4,234,At Risk
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2,380,618.63,Switzerland,275,287,309.315,1,2,3,123,Hibernating
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,162,316.26000000000005,United Kingdom,312,312,316.26000000000005,1,1,2,112,Hibernating
13495,2010-12-06 15:14:00,2011-12-02 11:21:00,5,829,2044.8700000000001,United Kingdom,8,368,408.97400000000005,5,4,4,544,Champions
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,341,653.33,United Kingdom,11,360,326.665,5,2,3,523,Potential Loyalists
13497,2010-12-06 11:37:00,2011-03-02 09:04:00,2,163,348.05,United Kingdom,283,369,174.025,1,2,2,122,Hibernating
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1365,1159.11,United Kingdom,18,270,231.82199999999997,4,4,4,444,Champions
13500,2011-08-09 12:20:00,2011-11-16 15:35:00,3,609,1166.77,United Kingdom,23,123,388.92333333333335,4,3,4,434,Potential Loyalists
13501,2011-02-24 18:59:00,2011-02-24 18:59:00,1,560,1340.32,Switzerland,288,288,1340.32,1,1,4,114,Hibernating
13502,2011-01-20 09:03:00,2011-11-23 10:39:00,3,264,292.0,United Kingdom,17,324,97.33333333333333,4,3,2,432,Potential Loyalists
13503,2011-09-29 13:23:00,2011-09-29 13:23:00,1,248,216.85,United Kingdom,71,71,216.85,3,1,1,311,Need Attention
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,178,295.93,United Kingdom,64,64,295.93,3,1,2,312,Need Attention
13505,2011-04-21 12:07:00,2011-09-28 11:56:00,4,2486,4393.63,Switzerland,73,233,1098.4075,2,4,5,245,At Risk
13506,2010-12-05 12:15:00,2011-01-27 13:53:00,2,324,458.52,United Kingdom,316,370,229.26,1,2,2,122,Hibernating
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,1597,2479.16,United Kingdom,3,146,619.79,5,4,5,545,Champions
13508,2011-04-10 11:58:00,2011-04-10 11:58:00,1,24,110.97,United Kingdom,244,244,110.97,1,1,1,111,Hibernating
13509,2011-02-28 13:27:00,2011-12-01 10:10:00,7,1106,979.72,United Kingdom,9,284,139.96,5,5,4,554,Champions
13510,2011-06-09 09:32:00,2011-12-08 13:46:00,4,1386,1791.56,United Kingdom,1,184,447.89,5,4,4,544,Champions
13512,2011-03-24 10:03:00,2011-03-24 10:03:00,1,143,251.21,United Kingdom,261,261,251.21,1,1,2,112,Hibernating
13513,2011-08-05 11:50:00,2011-08-05 11:50:00,1,109,205.1,United Kingdom,127,127,205.1,2,1,1,211,Hibernating
13514,2011-09-27 09:39:00,2011-09-27 09:39:00,1,40,152.20000000000002,United Kingdom,74,74,152.20000000000002,2,1,1,211,Hibernating
13515,2011-04-06 10:33:00,2011-09-28 11:26:00,4,681,891.12,United Kingdom,73,248,222.78,2,4,3,243,At Risk
13516,2011-04-15 11:06:00,2011-11-18 13:15:00,3,985,1389.41,United Kingdom,21,239,463.1366666666667,4,3,4,434,Potential Loyalists
13517,2011-06-13 08:44:00,2011-10-11 11:43:00,3,1369,2128.42,United Kingdom,60,180,709.4733333333334,3,3,5,335,Big Spenders
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,392,659.4399999999999,United Kingdom,86,86,659.4399999999999,2,1,3,213,Hibernating
13519,2011-09-22 18:24:00,2011-09-22 18:24:00,1,23,122.75,United Kingdom,78,78,122.75,2,1,1,211,Hibernating
13520,2010-12-03 10:36:00,2011-10-12 10:20:00,6,1649,3624.35,Switzerland,59,372,604.0583333333333,3,5,5,355,Loyal Customers
13521,2011-11-29 15:09:00,2011-12-08 13:50:00,3,736,1093.65,United Kingdom,1,10,364.55,5,3,4,534,Potential Loyalists
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,44,125.80000000000001,United Kingdom,30,30,125.80000000000001,4,1,1,411,Promising
13523,2010-12-08 14:22:00,2011-11-06 15:11:00,5,1752,3964.88,United Kingdom,33,366,792.976,3,4,5,345,Loyal Customers
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,324,680.1800000000001,United Kingdom,41,220,136.036,3,4,3,343,Loyal Customers
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2,394,628.78,United Kingdom,15,248,314.39,4,2,3,423,Potential Loyalists
13527,2011-01-17 11:17:00,2011-11-06 12:04:00,7,1692,2287.51,United Kingdom,34,327,326.7871428571429,3,5,5,355,Loyal Customers
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2,74,307.76,United Kingdom,79,205,153.88,2,2,2,222,Hibernating
13531,2010-12-08 15:03:00,2011-05-18 16:56:00,2,174,483.8,United Kingdom,205,366,241.9,1,2,2,122,Hibernating
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,129,210.31,United Kingdom,34,34,210.31,3,1,1,311,Need Attention
13533,2011-03-17 12:47:00,2011-06-10 11:54:00,3,204,270.79,United Kingdom,183,268,90.26333333333334,1,3,2,132,Promising
13534,2010-12-16 15:23:00,2011-12-07 14:52:00,25,2961,5870.08,United Kingdom,2,358,234.8032,5,5,5,555,Champions
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,2136,3448.29,United Kingdom,1,75,492.61285714285714,5,5,5,555,Champions
13538,2011-01-28 10:40:00,2011-10-27 16:34:00,7,175,1280.85,United Kingdom,43,316,182.97857142857143,3,5,4,354,Loyal Customers
13539,2011-02-03 15:23:00,2011-09-15 10:18:00,3,320,631.34,United Kingdom,86,309,210.4466666666667,2,3,3,233,At Risk
13544,2011-04-13 12:09:00,2011-10-31 11:57:00,2,127,291.41,United Kingdom,40,241,145.705,3,2,2,322,Need Attention
13546,2011-05-23 12:14:00,2011-11-27 14:50:00,3,359,626.99,United Kingdom,12,201,208.99666666666667,5,3,3,533,Potential Loyalists
13548,2011-04-10 11:35:00,2011-09-04 14:50:00,2,441,682.41,United Kingdom,96,244,341.205,2,2,3,223,Hibernating
13549,2011-04-11 13:42:00,2011-11-14 09:20:00,7,458,918.2,United Kingdom,26,242,131.17142857142858,4,5,3,453,Loyal Customers
13551,2011-01-24 14:46:00,2011-01-24 14:46:00,1,12,91.80000000000001,United Kingdom,319,319,91.80000000000001,1,1,1,111,Hibernating
13552,2011-01-28 10:10:00,2011-10-04 15:19:00,12,1417,3740.07,United Kingdom,66,316,311.6725,3,5,5,355,Loyal Customers
13555,2011-05-22 11:06:00,2011-09-27 12:36:00,4,2660,4149.28,United Kingdom,74,202,1037.32,2,4,5,245,At Risk
13557,2011-03-04 12:14:00,2011-11-11 15:24:00,2,546,584.06,United Kingdom,28,281,292.03,4,2,3,423,Potential Loyalists
13558,2011-10-02 13:01:00,2011-12-04 11:24:00,4,344,605.06,United Kingdom,6,68,151.265,5,4,3,543,Loyal Customers
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,64,174.37,United Kingdom,7,7,174.37,5,1,1,511,New Customers
13561,2011-05-08 12:39:00,2011-05-08 12:39:00,1,83,141.85999999999999,United Kingdom,216,216,141.85999999999999,1,1,1,111,Hibernating
13562,2011-04-08 12:42:00,2011-09-19 10:51:00,3,757,1799.33,United Kingdom,82,246,599.7766666666666,2,3,4,234,At Risk
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2,209,777.53,United Kingdom,84,140,388.765,2,2,3,223,Hibernating
13564,2010-12-06 17:26:00,2011-07-18 14:33:00,3,661,1749.02,United Kingdom,144,368,583.0066666666667,2,3,4,234,At Risk
13565,2011-01-09 14:28:00,2011-11-20 14:33:00,2,172,240.22,United Kingdom,19,334,120.11,4,2,1,421,Promising
13566,2011-09-18 12:40:00,2011-10-30 11:59:00,2,575,874.71,United Kingdom,41,83,437.355,3,2,3,323,Need Attention
13568,2011-06-19 14:42:00,2011-06-19 14:42:00,1,70,192.85,United Kingdom,173,173,192.85,2,1,1,211,Hibernating
13569,2010-12-07 12:29:00,2011-11-22 13:07:00,2,164,373.75,United Kingdom,17,368,186.875,4,2,2,422,Potential Loyalists
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,161,239.49,United Kingdom,243,243,239.49,1,1,1,111,Hibernating
13571,2011-03-31 12:43:00,2011-11-27 10:47:00,12,1759,2092.32,United Kingdom,13,254,174.36,5,5,5,555,Champions
13572,2011-05-18 11:59:00,2011-05-18 11:59:00,1,534,1384.25,United Kingdom,206,206,1384.25,1,1,4,114,Hibernating
13573,2011-03-31 14:47:00,2011-10-20 14:33:00,2,303,294.4,United Kingdom,50,253,147.2,3,2,2,322,Need Attention
13575,2011-06-16 14:24:00,2011-11-16 13:14:00,5,449,732.0699999999999,United Kingdom,23,176,146.414,4,4,3,443,Loyal Customers
13576,2010-12-01 17:24:00,2011-11-29 15:34:00,18,2646,6717.34,United Kingdom,10,373,373.18555555555554,5,5,5,555,Champions
13577,2011-04-12 10:33:00,2011-11-14 15:19:00,4,791,1687.6000000000001,United Kingdom,25,242,421.90000000000003,4,4,4,444,Champions
13579,2010-12-05 16:10:00,2011-11-25 08:41:00,2,176,467.04,United Kingdom,15,369,233.52,4,2,2,422,Potential Loyalists
13581,2011-02-03 14:41:00,2011-02-03 14:41:00,1,30,118.0,United Kingdom,309,309,118.0,1,1,1,111,Hibernating
13583,2011-07-07 10:40:00,2011-07-07 10:40:00,1,725,781.03,United Kingdom,156,156,781.03,2,1,3,213,Hibernating
13584,2011-02-06 12:49:00,2011-02-06 12:49:00,1,37,142.4,United Kingdom,307,307,142.4,1,1,1,111,Hibernating
13587,2011-10-07 12:31:00,2011-10-07 12:31:00,1,180,712.4,United Kingdom,64,64,712.4,3,1,3,313,Need Attention
13588,2011-03-29 15:53:00,2011-11-24 10:42:00,9,2606,2478.95,United Kingdom,16,255,275.43888888888887,4,5,5,455,Champions
13589,2011-06-13 12:44:00,2011-11-25 12:10:00,2,114,379.65,United Kingdom,15,180,189.825,4,2,2,422,Potential Loyalists
13590,2011-02-09 13:25:00,2011-11-28 12:54:00,6,1848,1981.92,United Kingdom,11,303,330.32,5,5,4,554,Champions
13591,2011-03-18 12:18:00,2011-10-06 12:26:00,3,485,1117.13,United Kingdom,65,267,372.3766666666667,3,3,4,334,Big Spenders
13592,2011-03-20 14:01:00,2011-11-04 09:49:00,4,84,247.95999999999998,United Kingdom,36,264,61.989999999999995,3,4,1,341,Loyal Customers
13593,2011-01-07 16:32:00,2011-08-23 13:35:00,5,731,2037.0800000000002,United Kingdom,108,336,407.41600000000005,2,4,4,244,At Risk
13594,2011-10-18 10:19:00,2011-10-18 10:19:00,1,359,396.97,United Kingdom,53,53,396.97,3,1,2,312,Need Attention
13596,2011-11-27 11:57:00,2011-12-04 12:01:00,2,406,697.04,United Kingdom,6,13,348.52,5,2,3,523,Potential Loyalists
