invoice_month_start,country,product_category,customer_order_type,revenue,orders,quantity,active_customers
2011-03-01,France,Home Decor & Lighting,New,378.79,4,183,4
2011-03-01,France,Home Decor & Lighting,Repeat,1933.39,16,1167,11
2011-03-01,France,Kitchen & Dining,New,409.76,3,236,3
2011-03-01,France,Kitchen & Dining,Repeat,2754.46,17,1855,13
2011-03-01,France,Miscellaneous,New,210.8,4,220,4
2011-03-01,France,Miscellaneous,Repeat,1926.39,16,1380,11
2011-03-01,France,Party & Gift,New,65.85,2,15,2
2011-03-01,France,Party & Gift,Repeat,715.9499999999999,6,269,4
2011-03-01,France,Stationery & Crafts,New,155.56,3,176,3
2011-03-01,France,Stationery & Crafts,Repeat,613.9200000000001,14,492,9
2011-03-01,France,Storage & Organization,New,709.85,4,455,4
2011-03-01,France,Storage & Organization,Repeat,2897.14,17,1775,12
2011-03-01,France,Toys & Kids,New,154.7,3,57,3
2011-03-01,France,Toys & Kids,Repeat,350.03999999999996,5,216,5
2011-03-01,Germany,Accessories & Fashion,New,17.700000000000003,1,6,1
2011-03-01,Germany,Accessories & Fashion,Repeat,51.45,3,27,2
2011-03-01,Germany,Fees & Adjustments,New,234.0,5,13,3
2011-03-01,Germany,Fees & Adjustments,Repeat,1296.0,22,72,19
2011-03-01,Germany,Garden & Outdoor,Repeat,162.55,6,53,4
2011-03-01,Germany,Holiday & Seasonal,New,23.8,1,4,1
2011-03-01,Germany,Holiday & Seasonal,Repeat,142.2,5,84,4
2011-03-01,Germany,Home Decor & Lighting,New,446.18,6,234,5
2011-03-01,Germany,Home Decor & Lighting,Repeat,1496.81,18,842,16
2011-03-01,Germany,Kitchen & Dining,New,635.34,6,240,5
2011-03-01,Germany,Kitchen & Dining,Repeat,2963.73,21,1489,17
2011-03-01,Germany,Miscellaneous,New,285.47,5,150,4
2011-03-01,Germany,Miscellaneous,Repeat,2345.86,17,1595,13
2011-03-01,Germany,Party & Gift,New,45.60000000000001,2,24,2
2011-03-01,Germany,Party & Gift,Repeat,498.02,6,374,5
2011-03-01,Germany,Stationery & Crafts,New,228.84,4,263,3
2011-03-01,Germany,Stationery & Crafts,Repeat,457.4,12,489,10
2011-03-01,Germany,Storage & Organization,New,890.47,5,591,4
2011-03-01,Germany,Storage & Organization,Repeat,1975.57,21,1075,15
2011-03-01,Germany,Toys & Kids,New,74.9,3,18,3
2011-03-01,Germany,Toys & Kids,Repeat,120.8,5,96,5
2011-03-01,Greece,Holiday & Seasonal,New,50.7,1,46,1
2011-03-01,Greece,Kitchen & Dining,New,30.599999999999998,1,36,1
2011-03-01,Greece,Miscellaneous,New,39.6,1,24,1
2011-03-01,Greece,Party & Gift,New,109.8,1,84,1
2011-03-01,Greece,Stationery & Crafts,New,3.3600000000000003,1,24,1
2011-03-01,Greece,Storage & Organization,New,153.25,1,75,1
2011-03-01,Hong Kong,Fees & Adjustments,Unknown,2583.76,1,1,0
2011-03-01,Italy,Accessories & Fashion,New,19.8,1,12,1
2011-03-01,Italy,Fees & Adjustments,New,84.0,1,3,1
2011-03-01,Italy,Fees & Adjustments,Repeat,46.0,2,2,1
2011-03-01,Italy,Holiday & Seasonal,New,39.6,1,24,1
2011-03-01,Italy,Home Decor & Lighting,New,261.58,2,110,2
2011-03-01,Italy,Home Decor & Lighting,Repeat,54.599999999999994,1,28,1
2011-03-01,Italy,Kitchen & Dining,New,50.1,2,22,2
2011-03-01,Italy,Kitchen & Dining,Repeat,29.700000000000003,1,6,1
2011-03-01,Italy,Miscellaneous,New,492.48,2,132,2
2011-03-01,Italy,Miscellaneous,Repeat,15.0,1,12,1
2011-03-01,Italy,Storage & Organization,New,454.15,2,213,2
2011-03-01,Italy,Storage & Organization,Repeat,155.0,1,104,1
2011-03-01,Italy,Toys & Kids,New,79.6,1,8,1
2011-03-01,Italy,Toys & Kids,Repeat,25.200000000000003,1,12,1
2011-03-01,Japan,Miscellaneous,Repeat,9.3,2,4,2
2011-03-01,Japan,Stationery & Crafts,Repeat,17.400000000000002,2,11,2
2011-03-01,Japan,Storage & Organization,Repeat,22.2,2,6,2
2011-03-01,Netherlands,Accessories & Fashion,Repeat,101.88,2,156,2
2011-03-01,Netherlands,Fees & Adjustments,New,30.0,1,2,1
2011-03-01,Netherlands,Fees & Adjustments,Repeat,180.0,4,12,3
2011-03-01,Netherlands,Garden & Outdoor,Repeat,14.95,1,1,1
2011-03-01,Netherlands,Holiday & Seasonal,New,21.8,1,8,1
2011-03-01,Netherlands,Holiday & Seasonal,Repeat,30.6,1,36,1
2011-03-01,Netherlands,Home Decor & Lighting,New,181.15,1,109,1
2011-03-01,Netherlands,Home Decor & Lighting,Repeat,4786.9400000000005,7,3222,3
2011-03-01,Netherlands,Kitchen & Dining,New,51.85,1,31,1
2011-03-01,Netherlands,Kitchen & Dining,Repeat,3148.27,6,1697,2
2011-03-01,Netherlands,Miscellaneous,New,88.8,1,76,1
2011-03-01,Netherlands,Miscellaneous,Repeat,3032.84,6,1880,3
2011-03-01,Netherlands,Party & Gift,Repeat,675.45,3,79,3
2011-03-01,Netherlands,Stationery & Crafts,New,10.5,1,25,1
2011-03-01,Netherlands,Stationery & Crafts,Repeat,1077.04,3,1152,1
2011-03-01,Netherlands,Storage & Organization,New,46.8,1,24,1
2011-03-01,Netherlands,Storage & Organization,Repeat,8429.14,4,6118,2
2011-03-01,Netherlands,Toys & Kids,New,13.9,1,2,1
2011-03-01,Netherlands,Toys & Kids,Repeat,494.58000000000004,2,198,2
2011-03-01,Norway,Fees & Adjustments,Repeat,920.3,3,5,1
2011-03-01,Norway,Home Decor & Lighting,Repeat,195.06,3,102,1
2011-03-01,Norway,Kitchen & Dining,Repeat,50.25000000000001,3,15,1
2011-03-01,Norway,Miscellaneous,Repeat,69.7,1,10,1
2011-03-01,Norway,Storage & Organization,Repeat,30.0,2,24,1
2011-03-01,Poland,Home Decor & Lighting,Repeat,168.48,1,96,1
2011-03-01,Poland,Kitchen & Dining,Repeat,55.300000000000004,1,14,1
2011-03-01,Poland,Miscellaneous,Repeat,64.0,1,28,1
2011-03-01,Poland,Storage & Organization,Repeat,30.0,1,24,1
2011-03-01,Portugal,Fees & Adjustments,New,56.0,1,2,1
2011-03-01,Portugal,Fees & Adjustments,Repeat,84.0,3,4,2
2011-03-01,Portugal,Garden & Outdoor,New,29.95,2,5,2
2011-03-01,Portugal,Holiday & Seasonal,New,30.0,1,24,1
2011-03-01,Portugal,Home Decor & Lighting,New,407.95000000000005,2,247,2
2011-03-01,Portugal,Home Decor & Lighting,Repeat,88.60000000000001,2,40,2
2011-03-01,Portugal,Kitchen & Dining,New,82.09,2,59,2
2011-03-01,Portugal,Kitchen & Dining,Repeat,59.400000000000006,1,12,1
2011-03-01,Portugal,Miscellaneous,New,132.0,2,128,2
2011-03-01,Portugal,Miscellaneous,Repeat,118.8,2,80,2
2011-03-01,Portugal,Party & Gift,New,60.36,2,36,2
2011-03-01,Portugal,Party & Gift,Repeat,33.92,1,32,1
2011-03-01,Portugal,Stationery & Crafts,New,312.78000000000003,2,405,2
2011-03-01,Portugal,Stationery & Crafts,Repeat,81.00000000000001,2,36,2
2011-03-01,Portugal,Storage & Organization,New,817.0,2,390,2
2011-03-01,Portugal,Storage & Organization,Repeat,178.2,2,76,2
2011-03-01,Portugal,Toys & Kids,New,42.6,2,30,2
2011-03-01,Portugal,Toys & Kids,Repeat,46.2,1,20,1
2011-03-01,Spain,Accessories & Fashion,Repeat,7.56,1,36,1
2011-03-01,Spain,Fees & Adjustments,New,224.0,4,8,4
2011-03-01,Spain,Fees & Adjustments,Repeat,364.0,2,13,2
2011-03-01,Spain,Garden & Outdoor,New,17.4,1,12,1
2011-03-01,Spain,Garden & Outdoor,Repeat,91.5,2,10,2
2011-03-01,Spain,Holiday & Seasonal,New,10.2,1,12,1
2011-03-01,Spain,Holiday & Seasonal,Repeat,27.900000000000002,1,18,1
2011-03-01,Spain,Home Decor & Lighting,New,400.4,4,266,4
2011-03-01,Spain,Home Decor & Lighting,Repeat,656.49,4,353,4
2011-03-01,Spain,Kitchen & Dining,New,283.45,3,135,3
2011-03-01,Spain,Kitchen & Dining,Repeat,651.15,3,189,3
2011-03-01,Spain,Miscellaneous,New,34.95,2,25,2
2011-03-01,Spain,Miscellaneous,Repeat,342.05,3,115,3
2011-03-01,Spain,Party & Gift,New,116.1,3,102,3
2011-03-01,Spain,Party & Gift,Repeat,446.49999999999994,3,70,3
2011-03-01,Spain,Stationery & Crafts,New,210.3,3,176,3
2011-03-01,Spain,Stationery & Crafts,Repeat,150.6,3,146,3
2011-03-01,Spain,Storage & Organization,New,291.8,4,230,4
2011-03-01,Spain,Storage & Organization,Repeat,994.3,4,610,4
2011-03-01,Spain,Toys & Kids,New,27.5,2,7,2
2011-03-01,Spain,Toys & Kids,Repeat,15.0,1,12,1
2011-03-01,Sweden,Fees & Adjustments,Repeat,40.0,1,1,1
2011-03-01,Sweden,Home Decor & Lighting,Repeat,1117.0800000000002,2,1020,2
2011-03-01,Sweden,Kitchen & Dining,Repeat,480.0,1,336,1
2011-03-01,Sweden,Miscellaneous,Repeat,685.8,2,876,1
2011-03-01,Sweden,Party & Gift,Repeat,30.0,1,24,1
2011-03-01,Sweden,Stationery & Crafts,Repeat,838.8000000000002,1,1224,1
2011-03-01,Sweden,Storage & Organization,Repeat,1320.1,2,1782,2
2011-03-01,Sweden,Toys & Kids,Repeat,208.8,1,144,1
2011-03-01,Switzerland,Fees & Adjustments,New,160.0,1,4,1
2011-03-01,Switzerland,Fees & Adjustments,Repeat,120.0,2,3,2
2011-03-01,Switzerland,Holiday & Seasonal,New,10.2,1,12,1
2011-03-01,Switzerland,Holiday & Seasonal,Repeat,359.28,1,312,1
2011-03-01,Switzerland,Home Decor & Lighting,New,86.88,1,64,1
2011-03-01,Switzerland,Kitchen & Dining,New,239.1,1,74,1
2011-03-01,Switzerland,Kitchen & Dining,Repeat,123.0,1,52,1
2011-03-01,Switzerland,Miscellaneous,New,262.56,1,92,1
2011-03-01,Switzerland,Stationery & Crafts,New,48.3,1,61,1
2011-03-01,Switzerland,Stationery & Crafts,Repeat,10.08,1,24,1
2011-03-01,Switzerland,Storage & Organization,New,123.05,1,114,1
2011-03-01,Switzerland,Storage & Organization,Repeat,317.7,1,150,1
2011-03-01,Switzerland,Toys & Kids,New,10.08,1,24,1
2011-03-01,United Kingdom,Accessories & Fashion,New,2078.54,100,2256,97
2011-03-01,United Kingdom,Accessories & Fashion,Repeat,4173.74,105,4567,89
2011-03-01,United Kingdom,Accessories & Fashion,Unknown,956.96,49,331,0
2011-03-01,United Kingdom,Fees & Adjustments,New,176.64000000000001,9,30,9
2011-03-01,United Kingdom,Fees & Adjustments,Repeat,370.43,14,56,14
2011-03-01,United Kingdom,Fees & Adjustments,Unknown,12801.75,73,75,0
2011-03-01,United Kingdom,Garden & Outdoor,New,4685.1,151,1484,150
2011-03-01,United Kingdom,Garden & Outdoor,Repeat,9294.64,191,3139,155
2011-03-01,United Kingdom,Garden & Outdoor,Unknown,2249.22,53,571,0
2011-03-01,United Kingdom,Holiday & Seasonal,New,2835.4,96,1932,94
2011-03-01,United Kingdom,Holiday & Seasonal,Repeat,4486.64,167,3248,142
2011-03-01,United Kingdom,Holiday & Seasonal,Unknown,1680.21,48,574,0
2011-03-01,United Kingdom,Home Decor & Lighting,New,52102.67,400,27105,371
2011-03-01,United Kingdom,Home Decor & Lighting,Repeat,91086.35,597,46945,419
2011-03-01,United Kingdom,Home Decor & Lighting,Unknown,29812.26,103,7473,0
2011-03-01,United Kingdom,Kitchen & Dining,New,28153.04,342,13440,319
2011-03-01,United Kingdom,Kitchen & Dining,Repeat,41874.67,463,21190,332
2011-03-01,United Kingdom,Kitchen & Dining,Unknown,19676.84,93,4407,0
2011-03-01,United Kingdom,Miscellaneous,New,27252.63,348,18593,324
2011-03-01,United Kingdom,Miscellaneous,Repeat,34145.66,491,27435,354
2011-03-01,United Kingdom,Miscellaneous,Unknown,14972.17,95,5084,0
2011-03-01,United Kingdom,Party & Gift,New,5085.91,138,3644,131
2011-03-01,United Kingdom,Party & Gift,Repeat,6777.95,181,4717,155
2011-03-01,United Kingdom,Party & Gift,Unknown,1474.09,52,533,0
2011-03-01,United Kingdom,Stationery & Crafts,New,16240.61,261,14080,242
2011-03-01,United Kingdom,Stationery & Crafts,Repeat,16161.1,334,16144,259
2011-03-01,United Kingdom,Stationery & Crafts,Unknown,4276.87,82,2016,0
2011-03-01,United Kingdom,Storage & Organization,New,29150.75,350,14935,330
2011-03-01,United Kingdom,Storage & Organization,Repeat,85145.92,527,47562,381
2011-03-01,United Kingdom,Storage & Organization,Unknown,30251.91,94,7380,0
2011-03-01,United Kingdom,Toys & Kids,New,2549.08,95,1371,91
2011-03-01,United Kingdom,Toys & Kids,Repeat,3371.12,149,2431,121
2011-03-01,United Kingdom,Toys & Kids,Unknown,879.41,67,244,0
2011-04-01,Australia,Fees & Adjustments,Repeat,350.0,1,1,1
2011-04-01,Australia,Home Decor & Lighting,Repeat,150.15,1,85,1
2011-04-01,Australia,Kitchen & Dining,Repeat,31.450000000000003,1,7,1
2011-04-01,Australia,Miscellaneous,Repeat,15.0,1,12,1
2011-04-01,Australia,Party & Gift,Repeat,20.1,1,6,1
2011-04-01,Australia,Stationery & Crafts,Repeat,17.700000000000003,1,6,1
2011-04-01,Australia,Storage & Organization,Repeat,166.2,1,98,1
2011-04-01,Australia,Toys & Kids,Repeat,21.0,1,10,1
2011-04-01,Austria,Fees & Adjustments,Repeat,96.0,2,3,2
2011-04-01,Austria,Home Decor & Lighting,Repeat,45.3,1,14,1
2011-04-01,Austria,Kitchen & Dining,Repeat,130.2,2,24,2
2011-04-01,Austria,Miscellaneous,Repeat,171.08,1,74,1
2011-04-01,Austria,Party & Gift,Repeat,73.52,2,56,2
2011-04-01,Austria,Stationery & Crafts,Repeat,17.700000000000003,1,6,1
2011-04-01,Austria,Storage & Organization,Repeat,105.30000000000001,2,102,2
2011-04-01,Austria,Toys & Kids,Repeat,41.68,1,32,1
2011-04-01,Belgium,Accessories & Fashion,Repeat,36.96,2,48,2
2011-04-01,Belgium,Fees & Adjustments,New,81.0,2,5,2
2011-04-01,Belgium,Fees & Adjustments,Repeat,120.0,4,8,4
2011-04-01,Belgium,Garden & Outdoor,Repeat,19.9,1,2,1
2011-04-01,Belgium,Home Decor & Lighting,New,127.62,2,82,2
2011-04-01,Belgium,Home Decor & Lighting,Repeat,197.98,4,146,4
2011-04-01,Belgium,Kitchen & Dining,New,128.99,1,61,1
2011-04-01,Belgium,Kitchen & Dining,Repeat,225.19,4,147,4
2011-04-01,Belgium,Miscellaneous,New,73.7,1,42,1
2011-04-01,Belgium,Miscellaneous,Repeat,172.71,4,105,4
2011-04-01,Belgium,Stationery & Crafts,New,15.0,1,12,1
2011-04-01,Belgium,Stationery & Crafts,Repeat,80.4,2,144,2
2011-04-01,Belgium,Storage & Organization,New,400.75,2,177,2
2011-04-01,Belgium,Storage & Organization,Repeat,198.8,3,148,3
2011-04-01,Belgium,Toys & Kids,Repeat,110.47999999999999,3,56,3
2011-04-01,Brazil,Garden & Outdoor,New,71.4,1,12,1
2011-04-01,Brazil,Home Decor & Lighting,New,357.84000000000003,1,136,1
2011-04-01,Brazil,Kitchen & Dining,New,358.8,1,88,1
2011-04-01,Brazil,Miscellaneous,New,129.0,1,36,1
2011-04-01,Brazil,Storage & Organization,New,226.56,1,84,1
2011-04-01,Channel Islands,Fees & Adjustments,New,50.0,1,1,1
2011-04-01,Channel Islands,Home Decor & Lighting,New,177.60000000000002,1,60,1
2011-04-01,Channel Islands,Kitchen & Dining,New,65.4,1,36,1
2011-04-01,EIRE,Accessories & Fashion,Repeat,83.7,5,42,2
2011-04-01,EIRE,Fees & Adjustments,Repeat,300.0,6,6,2
2011-04-01,EIRE,Garden & Outdoor,Repeat,241.07000000000002,5,97,2
2011-04-01,EIRE,Holiday & Seasonal,Repeat,128.0,2,80,1
2011-04-01,EIRE,Home Decor & Lighting,Repeat,2841.1200000000003,10,1335,2
2011-04-01,EIRE,Kitchen & Dining,Repeat,634.21,9,399,2
2011-04-01,EIRE,Miscellaneous,Repeat,1262.22,10,845,2
2011-04-01,EIRE,Party & Gift,Repeat,395.34999999999997,3,161,2
2011-04-01,EIRE,Stationery & Crafts,Repeat,503.6,8,494,2
2011-04-01,EIRE,Storage & Organization,Repeat,907.4300000000001,9,522,2
2011-04-01,EIRE,Toys & Kids,Repeat,273.8,5,154,2
2011-04-01,European Community,Fees & Adjustments,New,36.0,1,2,1
2011-04-01,European Community,Home Decor & Lighting,New,33.5,1,10,1
2011-04-01,European Community,Kitchen & Dining,New,35.400000000000006,1,12,1
2011-04-01,European Community,Miscellaneous,New,12.75,1,1,1
2011-04-01,European Community,Storage & Organization,New,73.75,1,9,1
2011-04-01,Finland,Fees & Adjustments,Repeat,320.0,4,8,4
2011-04-01,Finland,Home Decor & Lighting,Repeat,50.54,2,22,2
2011-04-01,Finland,Kitchen & Dining,Repeat,760.9200000000001,3,276,3
2011-04-01,Finland,Miscellaneous,Repeat,358.44,3,336,3
2011-04-01,Finland,Party & Gift,Repeat,7.800000000000001,1,12,1
2011-04-01,Finland,Stationery & Crafts,Repeat,145.32,2,144,2
2011-04-01,Finland,Storage & Organization,Repeat,30.300000000000004,1,12,1
2011-04-01,Finland,Toys & Kids,Repeat,15.6,1,8,1
2011-04-01,France,Accessories & Fashion,New,40.25000000000001,3,9,3
2011-04-01,France,Accessories & Fashion,Repeat,82.5,4,30,4
2011-04-01,France,Fees & Adjustments,New,126.0,2,7,2
2011-04-01,France,Fees & Adjustments,Repeat,1504.3,7,15,7
2011-04-01,France,Garden & Outdoor,New,13.350000000000001,1,3,1
2011-04-01,France,Garden & Outdoor,Repeat,40.35,2,9,2
2011-04-01,France,Holiday & Seasonal,New,5.9,1,2,1
2011-04-01,France,Holiday & Seasonal,Repeat,19.8,2,12,2
2011-04-01,France,Home Decor & Lighting,New,246.10000000000002,4,112,4
2011-04-01,France,Home Decor & Lighting,Repeat,454.92,6,273,6
2011-04-01,France,Kitchen & Dining,New,196.4,3,72,3
2011-04-01,France,Kitchen & Dining,Repeat,272.11,6,193,6
2011-04-01,France,Miscellaneous,New,122.0,4,66,4
2011-04-01,France,Miscellaneous,Repeat,879.84,6,620,6
2011-04-01,France,Party & Gift,New,6.76,1,4,1
2011-04-01,France,Party & Gift,Repeat,63.9,3,26,3
2011-04-01,France,Stationery & Crafts,New,49.629999999999995,2,63,2
2011-04-01,France,Stationery & Crafts,Repeat,133.9,4,172,4
2011-04-01,France,Storage & Organization,New,580.3,4,240,4
2011-04-01,France,Storage & Organization,Repeat,561.7,6,304,6
2011-04-01,France,Toys & Kids,New,21.6,2,7,2
2011-04-01,France,Toys & Kids,Repeat,108.0,1,48,1
2011-04-01,Germany,Accessories & Fashion,New,89.46,2,78,2
2011-04-01,Germany,Accessories & Fashion,Repeat,39.36,3,24,3
2011-04-01,Germany,Fees & Adjustments,New,582.75,8,21,5
2011-04-01,Germany,Fees & Adjustments,Repeat,738.0,11,41,11
2011-04-01,Germany,Garden & Outdoor,Repeat,297.9,4,50,4
2011-04-01,Germany,Holiday & Seasonal,Repeat,33.3,2,18,2
2011-04-01,Germany,Home Decor & Lighting,New,306.7,6,189,4
2011-04-01,Germany,Home Decor & Lighting,Repeat,1552.1200000000001,12,1031,12
2011-04-01,Germany,Kitchen & Dining,New,260.64,5,116,3
2011-04-01,Germany,Kitchen & Dining,Repeat,1897.41,12,693,12
2011-04-01,Germany,Miscellaneous,New,348.03,6,127,4
2011-04-01,Germany,Miscellaneous,Repeat,2169.25,11,1111,10
2011-04-01,Germany,Party & Gift,New,33.9,1,2,1
2011-04-01,Germany,Party & Gift,Repeat,291.5,8,170,8
2011-04-01,Germany,Stationery & Crafts,New,202.20000000000002,3,121,3
2011-04-01,Germany,Stationery & Crafts,Repeat,523.8199999999999,8,432,8
2011-04-01,Germany,Storage & Organization,New,387.1,6,226,4
2011-04-01,Germany,Storage & Organization,Repeat,2325.7000000000003,12,1255,12
2011-04-01,Germany,Toys & Kids,Repeat,236.40000000000003,5,59,5
2011-04-01,Greece,Fees & Adjustments,New,100.0,1,2,1
2011-04-01,Greece,Home Decor & Lighting,New,170.7,1,88,1
2011-04-01,Greece,Kitchen & Dining,New,42.81,1,15,1
2011-04-01,Greece,Miscellaneous,New,186.53,1,87,1
2011-04-01,Greece,Party & Gift,New,17.700000000000003,1,6,1
2011-04-01,Greece,Storage & Organization,New,92.0,1,64,1
2011-04-01,Hong Kong,Home Decor & Lighting,Unknown,73.1,1,18,0
2011-04-01,Hong Kong,Kitchen & Dining,Unknown,945.06,1,494,0
2011-04-01,Hong Kong,Miscellaneous,Unknown,148.28,1,68,0
2011-04-01,Hong Kong,Stationery & Crafts,Unknown,40.8,1,48,0
2011-04-01,Hong Kong,Storage & Organization,Unknown,277.8,1,84,0
2011-04-01,Hong Kong,Toys & Kids,Unknown,54.6,1,20,0
2011-04-01,Iceland,Accessories & Fashion,Repeat,29.400000000000002,1,12,1
2011-04-01,Iceland,Home Decor & Lighting,Repeat,49.8,1,36,1
2011-04-01,Iceland,Kitchen & Dining,Repeat,55.95,1,9,1
2011-04-01,Iceland,Miscellaneous,Repeat,326.7,1,314,1
2011-04-01,Iceland,Stationery & Crafts,Repeat,35.4,1,36,1
2011-04-01,Iceland,Storage & Organization,Repeat,139.0,1,76,1
2011-04-01,Israel,Home Decor & Lighting,Unknown,17.0,1,2,0
2011-04-01,Israel,Kitchen & Dining,Unknown,25.5,1,6,0
2011-04-01,Israel,Miscellaneous,Unknown,33.0,1,4,0
2011-04-01,Israel,Storage & Organization,Unknown,34.5,1,18,0
2011-04-01,Italy,Home Decor & Lighting,New,125.43,1,73,1
2011-04-01,Italy,Home Decor & Lighting,Repeat,33.0,1,20,1
2011-04-01,Italy,Kitchen & Dining,New,40.8,1,48,1
2011-04-01,Italy,Miscellaneous,New,123.96000000000001,1,120,1
2011-04-01,Italy,Stationery & Crafts,New,172.8,1,192,1
2011-04-01,Italy,Storage & Organization,New,19.8,1,12,1
2011-04-01,Italy,Storage & Organization,Repeat,184.60000000000002,1,92,1
2011-04-01,Italy,Toys & Kids,Repeat,37.44,1,96,1
2011-04-01,Japan,Accessories & Fashion,Repeat,522.0,2,360,2
2011-04-01,Japan,Home Decor & Lighting,Repeat,1351.0,2,3152,2
2011-04-01,Japan,Kitchen & Dining,Repeat,628.8,1,188,1
2011-04-01,Japan,Miscellaneous,Repeat,1545.84,2,3432,2
2011-04-01,Japan,Stationery & Crafts,Repeat,59.4,1,36,1
2011-04-01,Japan,Storage & Organization,Repeat,2348.96,2,840,2
2011-04-01,Japan,Toys & Kids,Repeat,92.5,1,50,1
2011-04-01,Netherlands,Fees & Adjustments,Repeat,90.0,1,6,1
2011-04-01,Netherlands,Home Decor & Lighting,Repeat,346.2,2,172,1
2011-04-01,Netherlands,Kitchen & Dining,Repeat,18.0,1,24,1
2011-04-01,Netherlands,Storage & Organization,Repeat,2522.36,3,1566,1
2011-04-01,Poland,Home Decor & Lighting,Repeat,222.12,1,140,1
2011-04-01,Poland,Kitchen & Dining,Repeat,179.1,1,62,1
2011-04-01,Poland,Miscellaneous,Repeat,187.5,1,110,1
2011-04-01,Poland,Party & Gift,Repeat,40.8,1,48,1
2011-04-01,Poland,Storage & Organization,Repeat,76.32000000000001,1,72,1
2011-04-01,Portugal,Garden & Outdoor,Repeat,17.0,1,20,1
2011-04-01,Portugal,Holiday & Seasonal,Repeat,61.2,1,72,1
2011-04-01,Portugal,Home Decor & Lighting,Repeat,381.65,2,229,2
2011-04-01,Portugal,Kitchen & Dining,Repeat,505.41,2,197,2
2011-04-01,Portugal,Miscellaneous,Repeat,156.54,2,186,2
2011-04-01,Portugal,Stationery & Crafts,Repeat,165.8,2,60,2
2011-04-01,Portugal,Storage & Organization,Repeat,400.15000000000003,2,187,2
2011-04-01,Singapore,Fees & Adjustments,Repeat,6090.84,2,5,1
2011-04-01,Singapore,Garden & Outdoor,Repeat,23.8,1,4,1
2011-04-01,Singapore,Home Decor & Lighting,Repeat,1060.22,1,386,1
2011-04-01,Singapore,Kitchen & Dining,Repeat,402.0,1,268,1
2011-04-01,Singapore,Miscellaneous,Repeat,191.12,1,194,1
2011-04-01,Singapore,Party & Gift,Repeat,103.68,1,144,1
2011-04-01,Singapore,Storage & Organization,Repeat,337.92,1,388,1
2011-04-01,Spain,Accessories & Fashion,New,15.9,1,2,1
2011-04-01,Spain,Fees & Adjustments,New,56.0,1,2,1
2011-04-01,Spain,Fees & Adjustments,Repeat,84.0,1,3,1
2011-04-01,Spain,Garden & Outdoor,Repeat,17.4,1,12,1
2011-04-01,Spain,Home Decor & Lighting,New,169.03,2,91,2
2011-04-01,Spain,Home Decor & Lighting,Repeat,25.2,1,16,1
2011-04-01,Spain,Kitchen & Dining,New,476.77,2,269,2
2011-04-01,Spain,Kitchen & Dining,Repeat,173.9,1,94,1
2011-04-01,Spain,Miscellaneous,New,95.25,2,35,2
2011-04-01,Spain,Miscellaneous,Repeat,42.599999999999994,1,28,1
2011-04-01,Spain,Party & Gift,New,92.4,1,56,1
2011-04-01,Spain,Stationery & Crafts,New,23.759999999999998,1,48,1
2011-04-01,Spain,Stationery & Crafts,Repeat,10.4,1,16,1
2011-04-01,Spain,Storage & Organization,New,372.14,2,167,2
2011-04-01,Spain,Storage & Organization,Repeat,67.2,1,90,1
2011-04-01,Spain,Toys & Kids,New,48.1,1,16,1
2011-04-01,Spain,Toys & Kids,Repeat,15.6,1,8,1
2011-04-01,Sweden,Fees & Adjustments,New,120.0,1,3,1
2011-04-01,Sweden,Fees & Adjustments,Repeat,40.0,1,1,1
2011-04-01,Sweden,Garden & Outdoor,New,30.85,1,3,1
2011-04-01,Sweden,Home Decor & Lighting,New,65.15,1,37,1
2011-04-01,Sweden,Home Decor & Lighting,Repeat,67.0,1,28,1
2011-04-01,Sweden,Kitchen & Dining,New,67.6,1,28,1
2011-04-01,Sweden,Kitchen & Dining,Repeat,114.9,1,30,1
2011-04-01,Sweden,Miscellaneous,New,22.8,1,24,1
2011-04-01,Sweden,Miscellaneous,Repeat,15.0,1,12,1
2011-04-01,Sweden,Stationery & Crafts,New,30.0,1,24,1
2011-04-01,Sweden,Storage & Organization,New,124.5,1,70,1
2011-04-01,Sweden,Storage & Organization,Repeat,86.10000000000001,1,38,1
2011-04-01,Sweden,Toys & Kids,New,25.200000000000003,1,12,1
2011-04-01,Switzerland,Accessories & Fashion,New,11.7,1,6,1
2011-04-01,Switzerland,Fees & Adjustments,New,320.0,3,8,2
2011-04-01,Switzerland,Home Decor & Lighting,New,155.1,2,86,2
2011-04-01,Switzerland,Kitchen & Dining,New,295.76,1,100,1
2011-04-01,Switzerland,Miscellaneous,New,112.98,2,114,2
2011-04-01,Switzerland,Party & Gift,New,116.7,2,18,2
2011-04-01,Switzerland,Stationery & Crafts,New,37.5,1,18,1
2011-04-01,Switzerland,Storage & Organization,New,917.4,4,500,2
2011-04-01,Switzerland,Toys & Kids,New,109.8,2,36,2
2011-04-01,USA,Home Decor & Lighting,New,102.3,1,32,1
2011-04-01,USA,Kitchen & Dining,New,175.6,1,36,1
2011-04-01,USA,Miscellaneous,New,8.35,1,5,1
2011-04-01,USA,Party & Gift,New,45.6,1,48,1
2011-04-01,USA,Stationery & Crafts,New,12.6,1,6,1
2011-04-01,USA,Storage & Organization,New,39.5,1,10,1
2011-04-01,United Kingdom,Accessories & Fashion,New,1787.6100000000001,67,893,66
2011-04-01,United Kingdom,Accessories & Fashion,Repeat,3727.73,121,2458,108
2011-04-01,United Kingdom,Accessories & Fashion,Unknown,1098.8,36,231,0
